,JDAY,T(C),DATE TIME
0,37769.082,9.03,2024-05-28 01:00:00
1,37769.125,9.03,2024-05-28 02:00:00
2,37769.165,9.03,2024-05-28 03:00:00
3,37769.207,9.03,2024-05-28 04:00:00
4,37769.249,9.03,2024-05-28 05:00:00
5,37769.29,9.03,2024-05-28 06:00:00
6,37769.332,9.03,2024-05-28 07:00:00
7,37769.375,9.03,2024-05-28 08:00:00
8,37769.416,9.03,2024-05-28 09:00:00
9,37769.458,9.03,2024-05-28 10:00:00
10,37769.5,9.03,2024-05-28 11:00:00
11,37769.542,9.03,2024-05-28 12:00:00
12,37769.582,9.03,2024-05-28 13:00:00
13,37769.624,9.03,2024-05-28 14:00:00
14,37769.666,9.03,2024-05-28 15:00:00
15,37769.708,9.03,2024-05-28 16:00:00
16,37769.749,9.03,2024-05-28 17:00:00
17,37769.792,9.04,2024-05-28 18:00:00
18,37769.833,9.03,2024-05-28 19:00:00
19,37769.875,9.03,2024-05-28 20:00:00
20,37769.915,9.04,2024-05-28 21:00:00
21,37769.957,9.04,2024-05-28 22:00:00
22,37769.999,9.04,2024-05-28 23:00:00
23,37770.04,9.04,2024-05-29 00:00:00
24,37770.082,9.04,2024-05-29 01:00:00
25,37770.124,9.05,2024-05-29 02:00:00
26,37770.167,9.05,2024-05-29 03:00:00
27,37770.208,9.05,2024-05-29 04:00:00
28,37770.25,9.04,2024-05-29 05:00:00
29,37770.29,9.04,2024-05-29 06:00:00
30,37770.332,9.04,2024-05-29 07:00:00
31,37770.375,9.04,2024-05-29 08:00:00
32,37770.416,9.03,2024-05-29 09:00:00
33,37770.457,9.02,2024-05-29 10:00:00
34,37770.499,9.02,2024-05-29 11:00:00
35,37770.541,9.02,2024-05-29 12:00:00
36,37770.583,9.02,2024-05-29 13:00:00
37,37770.624,9.02,2024-05-29 14:00:00
38,37770.666,9.03,2024-05-29 15:00:00
39,37770.708,9.04,2024-05-29 16:00:00
40,37770.75,9.05,2024-05-29 17:00:00
41,37770.791,9.06,2024-05-29 18:00:00
42,37770.832,9.06,2024-05-29 19:00:00
43,37770.874,9.07,2024-05-29 20:00:00
44,37770.916,9.09,2024-05-29 21:00:00
45,37770.958,9.1,2024-05-29 22:00:00
46,37770.999,9.1,2024-05-29 23:00:00
47,37771.042,9.09,2024-05-30 00:00:00
48,37771.082,9.09,2024-05-30 01:00:00
49,37771.124,9.09,2024-05-30 02:00:00
50,37771.165,9.07,2024-05-30 03:00:00
51,37771.208,9.06,2024-05-30 04:00:00
52,37771.25,9.04,2024-05-30 05:00:00
53,37771.292,9.03,2024-05-30 06:00:00
54,37771.332,9.02,2024-05-30 07:00:00
55,37771.374,9.02,2024-05-30 08:00:00
56,37771.416,9.02,2024-05-30 09:00:00
57,37771.457,9.02,2024-05-30 10:00:00
58,37771.499,9.02,2024-05-30 11:00:00
59,37771.54,9.02,2024-05-30 12:00:00
60,37771.583,9.02,2024-05-30 13:00:00
61,37771.625,9.03,2024-05-30 14:00:00
62,37771.666,9.04,2024-05-30 15:00:00
63,37771.708,9.05,2024-05-30 16:00:00
64,37771.749,9.06,2024-05-30 17:00:00
65,37771.791,9.07,2024-05-30 18:00:00
66,37771.832,9.07,2024-05-30 19:00:00
67,37771.874,9.07,2024-05-30 20:00:00
68,37771.915,9.07,2024-05-30 21:00:00
69,37771.958,9.07,2024-05-30 22:00:00
70,37771.999,9.09,2024-05-30 23:00:00
71,37772.042,9.1,2024-05-31 00:00:00
72,37772.083,9.08,2024-05-31 01:00:00
73,37772.125,9.06,2024-05-31 02:00:00
74,37772.166,9.05,2024-05-31 03:00:00
75,37772.208,9.04,2024-05-31 04:00:00
76,37772.249,9.03,2024-05-31 05:00:00
77,37772.292,9.03,2024-05-31 06:00:00
78,37772.333,9.02,2024-05-31 07:00:00
79,37772.375,9.02,2024-05-31 08:00:00
80,37772.417,9.02,2024-05-31 09:00:00
81,37772.457,9.03,2024-05-31 10:00:00
82,37772.499,9.04,2024-05-31 11:00:00
83,37772.541,9.06,2024-05-31 12:00:00
84,37772.582,9.07,2024-05-31 13:00:00
85,37772.624,9.08,2024-05-31 14:00:00
86,37772.666,9.08,2024-05-31 15:00:00
87,37772.708,9.08,2024-05-31 16:00:00
88,37772.75,9.06,2024-05-31 17:00:00
89,37772.791,9.05,2024-05-31 18:00:00
90,37772.833,9.06,2024-05-31 19:00:00
91,37772.874,9.07,2024-05-31 20:00:00
92,37772.916,9.07,2024-05-31 21:00:00
93,37772.958,9.06,2024-05-31 22:00:00
94,37772.999,9.06,2024-05-31 23:00:00
95,37773.042,9.06,2024-06-01 00:00:00
96,37773.082,9.06,2024-06-01 01:00:00
97,37773.125,9.06,2024-06-01 02:00:00
98,37773.166,9.06,2024-06-01 03:00:00
99,37773.208,9.06,2024-06-01 04:00:00
100,37773.25,9.07,2024-06-01 05:00:00
101,37773.292,9.07,2024-06-01 06:00:00
102,37773.332,9.07,2024-06-01 07:00:00
103,37773.375,9.08,2024-06-01 08:00:00
104,37773.416,9.08,2024-06-01 09:00:00
105,37773.458,9.09,2024-06-01 10:00:00
106,37773.5,9.09,2024-06-01 11:00:00
107,37773.54,9.09,2024-06-01 12:00:00
108,37773.583,9.08,2024-06-01 13:00:00
109,37773.625,9.08,2024-06-01 14:00:00
110,37773.666,9.07,2024-06-01 15:00:00
111,37773.707,9.06,2024-06-01 16:00:00
112,37773.749,9.05,2024-06-01 17:00:00
113,37773.791,9.05,2024-06-01 18:00:00
114,37773.832,9.04,2024-06-01 19:00:00
115,37773.874,9.04,2024-06-01 20:00:00
116,37773.915,9.04,2024-06-01 21:00:00
117,37773.957,9.04,2024-06-01 22:00:00
118,37773.999,9.04,2024-06-01 23:00:00
119,37774.042,9.05,2024-06-02 00:00:00
120,37774.082,9.05,2024-06-02 01:00:00
121,37774.125,9.05,2024-06-02 02:00:00
122,37774.166,9.04,2024-06-02 03:00:00
123,37774.207,9.04,2024-06-02 04:00:00
124,37774.249,9.05,2024-06-02 05:00:00
125,37774.292,9.05,2024-06-02 06:00:00
126,37774.333,9.05,2024-06-02 07:00:00
127,37774.374,9.04,2024-06-02 08:00:00
128,37774.416,9.05,2024-06-02 09:00:00
129,37774.458,9.06,2024-06-02 10:00:00
130,37774.5,9.07,2024-06-02 11:00:00
131,37774.542,9.07,2024-06-02 12:00:00
132,37774.582,9.06,2024-06-02 13:00:00
133,37774.624,9.05,2024-06-02 14:00:00
134,37774.666,9.05,2024-06-02 15:00:00
135,37774.708,9.05,2024-06-02 16:00:00
136,37774.748,9.06,2024-06-02 17:00:00
137,37774.79,9.07,2024-06-02 18:00:00
138,37774.833,9.09,2024-06-02 19:00:00
139,37774.875,9.11,2024-06-02 20:00:00
140,37774.917,9.13,2024-06-02 21:00:00
141,37774.957,9.13,2024-06-02 22:00:00
142,37774.999,9.13,2024-06-02 23:00:00
143,37775.042,9.14,2024-06-03 00:00:00
144,37775.082,9.14,2024-06-03 01:00:00
145,37775.125,9.13,2024-06-03 02:00:00
146,37775.165,9.1,2024-06-03 03:00:00
147,37775.207,9.08,2024-06-03 04:00:00
148,37775.249,9.07,2024-06-03 05:00:00
149,37775.292,9.05,2024-06-03 06:00:00
150,37775.333,9.04,2024-06-03 07:00:00
151,37775.374,9.03,2024-06-03 08:00:00
152,37775.416,9.03,2024-06-03 09:00:00
153,37775.458,9.02,2024-06-03 10:00:00
154,37775.5,9.02,2024-06-03 11:00:00
155,37775.542,9.02,2024-06-03 12:00:00
156,37775.582,9.02,2024-06-03 13:00:00
157,37775.624,9.02,2024-06-03 14:00:00
158,37775.665,9.03,2024-06-03 15:00:00
159,37775.707,9.03,2024-06-03 16:00:00
160,37775.749,9.04,2024-06-03 17:00:00
161,37775.79,9.05,2024-06-03 18:00:00
162,37775.834,9.06,2024-06-03 19:00:00
163,37775.874,9.07,2024-06-03 20:00:00
164,37775.916,9.09,2024-06-03 21:00:00
165,37775.957,9.11,2024-06-03 22:00:00
166,37776.0,9.13,2024-06-03 23:00:00
167,37776.042,9.14,2024-06-04 00:00:00
168,37776.082,9.14,2024-06-04 01:00:00
169,37776.124,9.12,2024-06-04 02:00:00
170,37776.166,9.09,2024-06-04 03:00:00
171,37776.208,9.07,2024-06-04 04:00:00
172,37776.249,9.06,2024-06-04 05:00:00
173,37776.292,9.05,2024-06-04 06:00:00
174,37776.332,9.05,2024-06-04 07:00:00
175,37776.374,9.04,2024-06-04 08:00:00
176,37776.416,9.04,2024-06-04 09:00:00
177,37776.458,9.04,2024-06-04 10:00:00
178,37776.499,9.03,2024-06-04 11:00:00
179,37776.541,9.04,2024-06-04 12:00:00
180,37776.583,9.04,2024-06-04 13:00:00
181,37776.624,9.05,2024-06-04 14:00:00
182,37776.665,9.08,2024-06-04 15:00:00
183,37776.707,9.11,2024-06-04 16:00:00
184,37776.749,9.14,2024-06-04 17:00:00
185,37776.791,9.17,2024-06-04 18:00:00
186,37776.833,9.19,2024-06-04 19:00:00
187,37776.875,9.2,2024-06-04 20:00:00
188,37776.917,9.2,2024-06-04 21:00:00
189,37776.958,9.19,2024-06-04 22:00:00
190,37776.999,9.18,2024-06-04 23:00:00
191,37777.042,9.18,2024-06-05 00:00:00
192,37777.083,9.16,2024-06-05 01:00:00
193,37777.124,9.12,2024-06-05 02:00:00
194,37777.165,9.09,2024-06-05 03:00:00
195,37777.207,9.07,2024-06-05 04:00:00
196,37777.249,9.05,2024-06-05 05:00:00
197,37777.292,9.04,2024-06-05 06:00:00
198,37777.332,9.04,2024-06-05 07:00:00
199,37777.374,9.03,2024-06-05 08:00:00
200,37777.416,9.04,2024-06-05 09:00:00
201,37777.457,9.04,2024-06-05 10:00:00
202,37777.499,9.04,2024-06-05 11:00:00
203,37777.54,9.05,2024-06-05 12:00:00
204,37777.583,9.06,2024-06-05 13:00:00
205,37777.625,9.06,2024-06-05 14:00:00
206,37777.666,9.06,2024-06-05 15:00:00
207,37777.708,9.06,2024-06-05 16:00:00
208,37777.749,9.07,2024-06-05 17:00:00
209,37777.791,9.09,2024-06-05 18:00:00
210,37777.832,9.08,2024-06-05 19:00:00
211,37777.874,9.08,2024-06-05 20:00:00
212,37777.915,9.08,2024-06-05 21:00:00
213,37777.958,9.08,2024-06-05 22:00:00
214,37778.0,9.08,2024-06-05 23:00:00
215,37778.042,9.08,2024-06-06 00:00:00
216,37778.083,9.09,2024-06-06 01:00:00
217,37778.124,9.11,2024-06-06 02:00:00
218,37778.166,9.12,2024-06-06 03:00:00
219,37778.207,9.13,2024-06-06 04:00:00
220,37778.249,9.16,2024-06-06 05:00:00
221,37778.292,9.19,2024-06-06 06:00:00
222,37778.332,9.22,2024-06-06 07:00:00
223,37778.375,9.25,2024-06-06 08:00:00
224,37778.416,9.28,2024-06-06 09:00:00
225,37778.457,9.29,2024-06-06 10:00:00
226,37778.499,9.29,2024-06-06 11:00:00
227,37778.54,9.27,2024-06-06 12:00:00
228,37778.582,9.25,2024-06-06 13:00:00
229,37778.625,9.22,2024-06-06 14:00:00
230,37778.665,9.18,2024-06-06 15:00:00
231,37778.708,9.14,2024-06-06 16:00:00
232,37778.75,9.1,2024-06-06 17:00:00
233,37778.79,9.08,2024-06-06 18:00:00
234,37778.833,9.06,2024-06-06 19:00:00
235,37778.875,9.06,2024-06-06 20:00:00
236,37778.915,9.06,2024-06-06 21:00:00
237,37778.957,9.06,2024-06-06 22:00:00
238,37779.0,9.07,2024-06-06 23:00:00
239,37779.042,9.07,2024-06-07 00:00:00
240,37779.083,9.08,2024-06-07 01:00:00
241,37779.123,9.09,2024-06-07 02:00:00
242,37779.166,9.09,2024-06-07 03:00:00
243,37779.208,9.09,2024-06-07 04:00:00
244,37779.249,9.09,2024-06-07 05:00:00
245,37779.292,9.1,2024-06-07 06:00:00
246,37779.333,9.11,2024-06-07 07:00:00
247,37779.375,9.12,2024-06-07 08:00:00
248,37779.416,9.12,2024-06-07 09:00:00
249,37779.458,9.12,2024-06-07 10:00:00
250,37779.499,9.12,2024-06-07 11:00:00
251,37779.541,9.11,2024-06-07 12:00:00
252,37779.582,9.11,2024-06-07 13:00:00
253,37779.625,9.1,2024-06-07 14:00:00
254,37779.666,9.1,2024-06-07 15:00:00
255,37779.707,9.11,2024-06-07 16:00:00
256,37779.75,9.13,2024-06-07 17:00:00
257,37779.791,9.14,2024-06-07 18:00:00
258,37779.833,9.15,2024-06-07 19:00:00
259,37779.874,9.18,2024-06-07 20:00:00
260,37779.916,9.19,2024-06-07 21:00:00
261,37779.957,9.19,2024-06-07 22:00:00
262,37779.999,9.18,2024-06-07 23:00:00
263,37780.042,9.17,2024-06-08 00:00:00
264,37780.082,9.15,2024-06-08 01:00:00
265,37780.125,9.11,2024-06-08 02:00:00
266,37780.166,9.09,2024-06-08 03:00:00
267,37780.209,9.09,2024-06-08 04:00:00
268,37780.249,9.08,2024-06-08 05:00:00
269,37780.292,9.08,2024-06-08 06:00:00
270,37780.332,9.08,2024-06-08 07:00:00
271,37780.375,9.09,2024-06-08 08:00:00
272,37780.415,9.09,2024-06-08 09:00:00
273,37780.458,9.09,2024-06-08 10:00:00
274,37780.5,9.11,2024-06-08 11:00:00
275,37780.54,9.12,2024-06-08 12:00:00
276,37780.582,9.13,2024-06-08 13:00:00
277,37780.624,9.14,2024-06-08 14:00:00
278,37780.666,9.16,2024-06-08 15:00:00
279,37780.709,9.17,2024-06-08 16:00:00
280,37780.749,9.18,2024-06-08 17:00:00
281,37780.79,9.18,2024-06-08 18:00:00
282,37780.832,9.18,2024-06-08 19:00:00
283,37780.875,9.16,2024-06-08 20:00:00
284,37780.917,9.14,2024-06-08 21:00:00
285,37780.958,9.12,2024-06-08 22:00:00
286,37781.0,9.09,2024-06-08 23:00:00
287,37781.043,9.07,2024-06-09 00:00:00
288,37781.083,9.06,2024-06-09 01:00:00
289,37781.125,9.05,2024-06-09 02:00:00
290,37781.167,9.05,2024-06-09 03:00:00
291,37781.207,9.05,2024-06-09 04:00:00
292,37781.25,9.05,2024-06-09 05:00:00
293,37781.292,9.06,2024-06-09 06:00:00
294,37781.332,9.06,2024-06-09 07:00:00
295,37781.374,9.07,2024-06-09 08:00:00
296,37781.417,9.08,2024-06-09 09:00:00
297,37781.459,9.08,2024-06-09 10:00:00
298,37781.499,9.09,2024-06-09 11:00:00
299,37781.541,9.09,2024-06-09 12:00:00
300,37781.583,9.1,2024-06-09 13:00:00
301,37781.624,9.1,2024-06-09 14:00:00
302,37781.666,9.1,2024-06-09 15:00:00
303,37781.708,9.11,2024-06-09 16:00:00
304,37781.751,9.13,2024-06-09 17:00:00
305,37781.79,9.14,2024-06-09 18:00:00
306,37781.833,9.14,2024-06-09 19:00:00
307,37781.876,9.14,2024-06-09 20:00:00
308,37781.915,9.16,2024-06-09 21:00:00
309,37781.958,9.18,2024-06-09 22:00:00
310,37782.0,9.18,2024-06-09 23:00:00
311,37782.042,9.17,2024-06-10 00:00:00
312,37782.082,9.17,2024-06-10 01:00:00
313,37782.125,9.17,2024-06-10 02:00:00
314,37782.166,9.15,2024-06-10 03:00:00
315,37782.208,9.14,2024-06-10 04:00:00
316,37782.249,9.13,2024-06-10 05:00:00
317,37782.292,9.12,2024-06-10 06:00:00
318,37782.334,9.11,2024-06-10 07:00:00
319,37782.374,9.11,2024-06-10 08:00:00
320,37782.417,9.12,2024-06-10 09:00:00
321,37782.457,9.12,2024-06-10 10:00:00
322,37782.5,9.11,2024-06-10 11:00:00
323,37782.543,9.11,2024-06-10 12:00:00
324,37782.583,9.11,2024-06-10 13:00:00
325,37782.625,9.12,2024-06-10 14:00:00
326,37782.666,9.13,2024-06-10 15:00:00
327,37782.708,9.14,2024-06-10 16:00:00
328,37782.75,9.15,2024-06-10 17:00:00
329,37782.791,9.17,2024-06-10 18:00:00
330,37782.834,9.19,2024-06-10 19:00:00
331,37782.874,9.18,2024-06-10 20:00:00
332,37782.917,9.16,2024-06-10 21:00:00
333,37782.959,9.15,2024-06-10 22:00:00
334,37782.999,9.14,2024-06-10 23:00:00
335,37783.043,9.1,2024-06-11 00:00:00
336,37783.083,9.07,2024-06-11 01:00:00
337,37783.125,9.07,2024-06-11 02:00:00
338,37783.167,9.06,2024-06-11 03:00:00
339,37783.207,9.05,2024-06-11 04:00:00
340,37783.249,9.06,2024-06-11 05:00:00
341,37783.292,9.06,2024-06-11 06:00:00
342,37783.333,9.05,2024-06-11 07:00:00
343,37783.374,9.06,2024-06-11 08:00:00
344,37783.418,9.09,2024-06-11 09:00:00
345,37783.459,9.1,2024-06-11 10:00:00
346,37783.499,9.11,2024-06-11 11:00:00
347,37783.541,9.14,2024-06-11 12:00:00
348,37783.584,9.17,2024-06-11 13:00:00
349,37783.624,9.18,2024-06-11 14:00:00
350,37783.667,9.2,2024-06-11 15:00:00
351,37783.707,9.22,2024-06-11 16:00:00
352,37783.75,9.24,2024-06-11 17:00:00
353,37783.792,9.21,2024-06-11 18:00:00
354,37783.834,9.18,2024-06-11 19:00:00
355,37783.874,9.17,2024-06-11 20:00:00
356,37783.916,9.16,2024-06-11 21:00:00
357,37783.959,9.14,2024-06-11 22:00:00
358,37783.999,9.14,2024-06-11 23:00:00
359,37784.043,9.14,2024-06-12 00:00:00
360,37784.083,9.14,2024-06-12 01:00:00
361,37784.124,9.12,2024-06-12 02:00:00
362,37784.166,9.13,2024-06-12 03:00:00
363,37784.209,9.13,2024-06-12 04:00:00
364,37784.25,9.13,2024-06-12 05:00:00
365,37784.293,9.12,2024-06-12 06:00:00
366,37784.332,9.11,2024-06-12 07:00:00
367,37784.375,9.12,2024-06-12 08:00:00
368,37784.417,9.13,2024-06-12 09:00:00
369,37784.457,9.16,2024-06-12 10:00:00
370,37784.499,9.16,2024-06-12 11:00:00
371,37784.542,9.14,2024-06-12 12:00:00
372,37784.583,9.12,2024-06-12 13:00:00
373,37784.626,9.12,2024-06-12 14:00:00
374,37784.666,9.12,2024-06-12 15:00:00
375,37784.708,9.12,2024-06-12 16:00:00
376,37784.751,9.13,2024-06-12 17:00:00
377,37784.79,9.14,2024-06-12 18:00:00
378,37784.833,9.15,2024-06-12 19:00:00
379,37784.876,9.15,2024-06-12 20:00:00
380,37784.916,9.17,2024-06-12 21:00:00
381,37784.959,9.18,2024-06-12 22:00:00
382,37785.0,9.19,2024-06-12 23:00:00
383,37785.043,9.19,2024-06-13 00:00:00
384,37785.083,9.19,2024-06-13 01:00:00
385,37785.125,9.2,2024-06-13 02:00:00
386,37785.167,9.21,2024-06-13 03:00:00
387,37785.207,9.22,2024-06-13 04:00:00
388,37785.25,9.21,2024-06-13 05:00:00
389,37785.293,9.19,2024-06-13 06:00:00
390,37785.333,9.16,2024-06-13 07:00:00
391,37785.374,9.13,2024-06-13 08:00:00
392,37785.417,9.11,2024-06-13 09:00:00
393,37785.457,9.1,2024-06-13 10:00:00
394,37785.5,9.1,2024-06-13 11:00:00
395,37785.54,9.1,2024-06-13 12:00:00
396,37785.582,9.11,2024-06-13 13:00:00
397,37785.625,9.12,2024-06-13 14:00:00
398,37785.668,9.13,2024-06-13 15:00:00
399,37785.708,9.14,2024-06-13 16:00:00
400,37785.751,9.14,2024-06-13 17:00:00
401,37785.791,9.14,2024-06-13 18:00:00
402,37785.833,9.13,2024-06-13 19:00:00
403,37785.876,9.12,2024-06-13 20:00:00
404,37785.916,9.11,2024-06-13 21:00:00
405,37785.958,9.11,2024-06-13 22:00:00
406,37785.999,9.12,2024-06-13 23:00:00
407,37786.043,9.12,2024-06-14 00:00:00
408,37786.083,9.12,2024-06-14 01:00:00
409,37786.126,9.11,2024-06-14 02:00:00
410,37786.167,9.11,2024-06-14 03:00:00
411,37786.209,9.11,2024-06-14 04:00:00
412,37786.248,9.11,2024-06-14 05:00:00
413,37786.293,9.13,2024-06-14 06:00:00
414,37786.334,9.15,2024-06-14 07:00:00
415,37786.375,9.17,2024-06-14 08:00:00
416,37786.415,9.19,2024-06-14 09:00:00
417,37786.459,9.2,2024-06-14 10:00:00
418,37786.499,9.21,2024-06-14 11:00:00
419,37786.543,9.21,2024-06-14 12:00:00
420,37786.583,9.21,2024-06-14 13:00:00
421,37786.625,9.21,2024-06-14 14:00:00
422,37786.667,9.21,2024-06-14 15:00:00
423,37786.708,9.19,2024-06-14 16:00:00
424,37786.75,9.17,2024-06-14 17:00:00
425,37786.791,9.17,2024-06-14 18:00:00
426,37786.834,9.17,2024-06-14 19:00:00
427,37786.873,9.17,2024-06-14 20:00:00
428,37786.916,9.17,2024-06-14 21:00:00
429,37786.958,9.18,2024-06-14 22:00:00
430,37787.0,9.19,2024-06-14 23:00:00
431,37787.043,9.17,2024-06-15 00:00:00
432,37787.083,9.15,2024-06-15 01:00:00
433,37787.126,9.13,2024-06-15 02:00:00
434,37787.167,9.11,2024-06-15 03:00:00
435,37787.207,9.11,2024-06-15 04:00:00
436,37787.25,9.11,2024-06-15 05:00:00
437,37787.292,9.11,2024-06-15 06:00:00
438,37787.334,9.11,2024-06-15 07:00:00
439,37787.376,9.11,2024-06-15 08:00:00
440,37787.419,9.12,2024-06-15 09:00:00
441,37787.459,9.12,2024-06-15 10:00:00
442,37787.499,9.13,2024-06-15 11:00:00
443,37787.543,9.15,2024-06-15 12:00:00
444,37787.584,9.19,2024-06-15 13:00:00
445,37787.625,9.22,2024-06-15 14:00:00
446,37787.665,9.24,2024-06-15 15:00:00
447,37787.707,9.27,2024-06-15 16:00:00
448,37787.749,9.3,2024-06-15 17:00:00
449,37787.79,9.31,2024-06-15 18:00:00
450,37787.833,9.31,2024-06-15 19:00:00
451,37787.874,9.3,2024-06-15 20:00:00
452,37787.916,9.26,2024-06-15 21:00:00
453,37787.957,9.23,2024-06-15 22:00:00
454,37787.999,9.2,2024-06-15 23:00:00
455,37788.043,9.18,2024-06-16 00:00:00
456,37788.083,9.16,2024-06-16 01:00:00
457,37788.124,9.14,2024-06-16 02:00:00
458,37788.167,9.12,2024-06-16 03:00:00
459,37788.21,9.09,2024-06-16 04:00:00
460,37788.25,9.08,2024-06-16 05:00:00
461,37788.293,9.08,2024-06-16 06:00:00
462,37788.334,9.08,2024-06-16 07:00:00
463,37788.374,9.09,2024-06-16 08:00:00
464,37788.417,9.1,2024-06-16 09:00:00
465,37788.46,9.12,2024-06-16 10:00:00
466,37788.5,9.15,2024-06-16 11:00:00
467,37788.543,9.18,2024-06-16 12:00:00
468,37788.584,9.21,2024-06-16 13:00:00
469,37788.624,9.24,2024-06-16 14:00:00
470,37788.666,9.29,2024-06-16 15:00:00
471,37788.707,9.3,2024-06-16 16:00:00
472,37788.75,9.31,2024-06-16 17:00:00
473,37788.79,9.32,2024-06-16 18:00:00
474,37788.832,9.34,2024-06-16 19:00:00
475,37788.875,9.35,2024-06-16 20:00:00
476,37788.917,9.33,2024-06-16 21:00:00
477,37788.959,9.3,2024-06-16 22:00:00
478,37788.999,9.27,2024-06-16 23:00:00
479,37789.043,9.24,2024-06-17 00:00:00
480,37789.083,9.2,2024-06-17 01:00:00
481,37789.124,9.17,2024-06-17 02:00:00
482,37789.166,9.14,2024-06-17 03:00:00
483,37789.208,9.12,2024-06-17 04:00:00
484,37789.25,9.09,2024-06-17 05:00:00
485,37789.293,9.08,2024-06-17 06:00:00
486,37789.333,9.08,2024-06-17 07:00:00
487,37789.374,9.08,2024-06-17 08:00:00
488,37789.415,9.1,2024-06-17 09:00:00
489,37789.458,9.12,2024-06-17 10:00:00
490,37789.499,9.15,2024-06-17 11:00:00
491,37789.541,9.19,2024-06-17 12:00:00
492,37789.582,9.23,2024-06-17 13:00:00
493,37789.625,9.28,2024-06-17 14:00:00
494,37789.666,9.34,2024-06-17 15:00:00
495,37789.707,9.38,2024-06-17 16:00:00
496,37789.749,9.39,2024-06-17 17:00:00
497,37789.79,9.39,2024-06-17 18:00:00
498,37789.832,9.41,2024-06-17 19:00:00
499,37789.874,9.5,2024-06-17 20:00:00
500,37789.915,9.6,2024-06-17 21:00:00
501,37789.957,9.54,2024-06-17 22:00:00
502,37789.999,9.35,2024-06-17 23:00:00
503,37790.041,9.25,2024-06-18 00:00:00
504,37790.083,9.21,2024-06-18 01:00:00
505,37790.125,9.21,2024-06-18 02:00:00
506,37790.165,9.2,2024-06-18 03:00:00
507,37790.207,9.21,2024-06-18 04:00:00
508,37790.249,9.27,2024-06-18 05:00:00
509,37790.291,9.37,2024-06-18 06:00:00
510,37790.333,9.34,2024-06-18 07:00:00
511,37790.374,9.23,2024-06-18 08:00:00
512,37790.416,9.16,2024-06-18 09:00:00
513,37790.458,9.16,2024-06-18 10:00:00
514,37790.499,9.17,2024-06-18 11:00:00
515,37790.541,9.18,2024-06-18 12:00:00
516,37790.583,9.23,2024-06-18 13:00:00
517,37790.624,9.3,2024-06-18 14:00:00
518,37790.667,9.38,2024-06-18 15:00:00
519,37790.709,9.49,2024-06-18 16:00:00
520,37790.75,9.62,2024-06-18 17:00:00
521,37790.792,9.71,2024-06-18 18:00:00
522,37790.832,9.76,2024-06-18 19:00:00
523,37790.875,9.72,2024-06-18 20:00:00
524,37790.917,9.62,2024-06-18 21:00:00
525,37790.959,9.52,2024-06-18 22:00:00
526,37790.999,9.46,2024-06-18 23:00:00
527,37791.041,9.4,2024-06-19 00:00:00
528,37791.083,9.35,2024-06-19 01:00:00
529,37791.125,9.33,2024-06-19 02:00:00
530,37791.166,9.31,2024-06-19 03:00:00
531,37791.209,9.29,2024-06-19 04:00:00
532,37791.25,9.28,2024-06-19 05:00:00
533,37791.293,9.27,2024-06-19 06:00:00
534,37791.333,9.26,2024-06-19 07:00:00
535,37791.375,9.24,2024-06-19 08:00:00
536,37791.416,9.24,2024-06-19 09:00:00
537,37791.459,9.24,2024-06-19 10:00:00
538,37791.499,9.25,2024-06-19 11:00:00
539,37791.542,9.27,2024-06-19 12:00:00
540,37791.583,9.29,2024-06-19 13:00:00
541,37791.626,9.32,2024-06-19 14:00:00
542,37791.665,9.35,2024-06-19 15:00:00
543,37791.708,9.36,2024-06-19 16:00:00
544,37791.75,9.37,2024-06-19 17:00:00
545,37791.792,9.4,2024-06-19 18:00:00
546,37791.832,9.42,2024-06-19 19:00:00
547,37791.874,9.45,2024-06-19 20:00:00
548,37791.916,9.46,2024-06-19 21:00:00
549,37791.958,9.48,2024-06-19 22:00:00
550,37791.999,9.48,2024-06-19 23:00:00
551,37792.042,9.47,2024-06-20 00:00:00
552,37792.082,9.47,2024-06-20 01:00:00
553,37792.125,9.49,2024-06-20 02:00:00
554,37792.165,9.48,2024-06-20 03:00:00
555,37792.208,9.46,2024-06-20 04:00:00
556,37792.25,9.44,2024-06-20 05:00:00
557,37792.292,9.4,2024-06-20 06:00:00
558,37792.332,9.37,2024-06-20 07:00:00
559,37792.375,9.35,2024-06-20 08:00:00
560,37792.417,9.34,2024-06-20 09:00:00
561,37792.457,9.33,2024-06-20 10:00:00
562,37792.5,9.34,2024-06-20 11:00:00
563,37792.542,9.35,2024-06-20 12:00:00
564,37792.583,9.36,2024-06-20 13:00:00
565,37792.625,9.37,2024-06-20 14:00:00
566,37792.667,9.37,2024-06-20 15:00:00
567,37792.707,9.37,2024-06-20 16:00:00
568,37792.749,9.35,2024-06-20 17:00:00
569,37792.792,9.34,2024-06-20 18:00:00
570,37792.832,9.33,2024-06-20 19:00:00
571,37792.874,9.31,2024-06-20 20:00:00
572,37792.917,9.31,2024-06-20 21:00:00
573,37792.959,9.31,2024-06-20 22:00:00
574,37792.999,9.29,2024-06-20 23:00:00
575,37793.042,9.28,2024-06-21 00:00:00
576,37793.082,9.27,2024-06-21 01:00:00
577,37793.125,9.25,2024-06-21 02:00:00
578,37793.167,9.23,2024-06-21 03:00:00
579,37793.207,9.22,2024-06-21 04:00:00
580,37793.249,9.22,2024-06-21 05:00:00
581,37793.292,9.24,2024-06-21 06:00:00
